航班号     共享航班     经停站     目的站     办票时间     值机柜台     登机口     航班状态
8209       -----        -----       -----       -----       -----        -----        -----      
8209       -----        -----       -----       -----       -----        229          -----      
6555       -----        -----       -----       -----       -----        -----        ARR     
6555       -----        -----       -----       -----       -----        -----        -----      
6555       -----        -----       -----       -----       -----        -----        -----      
6555       -----        -----       -----       -----       -----        -----        -----      
6555       -----        -----       -----       -----       -----        -----        -----      
6555       -----        -----       -----       -----       -----        -----        -----      
867        -----        -----       -----       -----       -----        -----        -----      
867        -----        -----       -----       -----       -----        265          -----      
867        -----        -----       -----       -----       -----        265          -----      
867        -----        -----       -----       -----       -----        -----        BOR     
840        -----        -----       -----       -----       -----        -----        CKO     
2903       -----        -----       -----       -----       -----        -----        CKI     
867        -----        -----       -----       -----       H05          -----        -----      
867        -----        -----       -----       -----       H07          -----        -----      
867        -----        -----       -----       -----       A06          -----        -----      
840        -----        -----       -----       -----       A10          -----        -----      
840        -----        -----       -----       -----       A09          -----        -----      
2903       -----        -----       -----       -----       G21          -----        -----      
2903       -----        -----       -----       -----       H05          -----        -----      
6510       -----        -----       -----       -----       -----        -----        ARR     
6510       -----        -----       -----       -----       -----        -----        -----      
7887       -----        -----       -----       -----       -----        -----        -----      
6510       -----        -----       -----       -----       -----        -----        -----      
6510       -----        -----       -----       -----       -----        -----        -----      
6510       -----        -----       -----       -----       -----        -----        -----      
6512       -----        -----       -----       -----       -----        -----        DEP     
6512       -----        -----       -----       -----       -----        -----        -----      
6512       -----        -----       -----       -----       -----        -----        -----      
6512       -----        -----       -----       -----       -----        217          -----      
7897       -----        -----       -----       -----       -----        -----        -----      
7897       -----        -----       -----       -----       -----        263          -----      
7897       -----        -----       -----       -----       -----        263          -----      
172        -----        -----       -----       -----       -----        -----        ARR     
172        -----        -----       -----       -----       -----        -----        -----      
172        -----        -----       -----       -----       -----        -----        -----      
172        -----        -----       -----       -----       -----        -----        -----      
172        -----        -----       -----       -----       -----        -----        -----      
1467       -----        -----       -----       -----       -----        -----        DEP     
1467       -----        -----       -----       -----       -----        -----        -----      
6752       -----        -----       -----       -----       -----        -----        -----      
1467       -----        -----       -----       -----       -----        -----        -----      
1467       -----        -----       -----       -----       -----        203          -----      
6752       -----        -----       -----       -----       -----        213          -----      
6752       -----        -----       -----       -----       -----        213          -----      
1387       -----        -----       -----       -----       -----        -----        CKI     
1136       -----        -----       -----       -----       -----        -----        CKI     
2369       -----        -----       -----       -----       -----        -----        CKO     
6580       -----        -----       -----       null       -----        -----        -----      
6580       -----        -----       -----       -----       -----        -----        ONR     
1136       -----        -----       -----       -----       G18          -----        -----      
6580       -----        -----       -----       -----       -----        -----        -----      
6580       -----        -----       -----       -----       -----        -----        -----      
8292       -----        -----       -----       -----       -----        -----        -----      
1523       -----        -----       -----       -----       -----        -----        -----      
6580       -----        -----       -----       -----       -----        -----        -----      
1136       -----        -----       -----       -----       H07          -----        -----      
2369       -----        -----       -----       -----       G21          -----        -----      
2369       -----        -----       -----       -----       H07          -----        -----      
3125       -----        -----       -----       null       -----        -----        -----      
3125       -----        -----       -----       -----       -----        -----        ONR     
3125       -----        -----       -----       -----       -----        -----        -----      
3125       -----        -----       -----       -----       -----        -----        -----      
3125       -----        -----       -----       -----       -----        -----        -----      
734        -----        -----       -----       -----       -----        -----        -----      
734        -----        -----       -----       -----       -----        114          -----      
734        -----        -----       -----       -----       -----        114          -----      
7875       -----        -----       -----       -----       -----        -----        POK     
7875       -----        -----       -----       -----       -----        211          -----      
7875       -----        -----       -----       -----       -----        211          -----      
7791       -----        -----       -----       -----       -----        -----        ARR     
7791       -----        -----       -----       -----       -----        -----        -----      
7792       -----        -----       -----       -----       -----        -----        -----      
7791       -----        -----       -----       -----       -----        -----        -----      
7791       -----        -----       -----       -----       -----        -----        -----      
7791       -----        -----       -----       -----       -----        -----        -----      
9632       -----        -----       -----       -----       -----        -----        DEP     
9632       -----        -----       -----       -----       -----        -----        -----      
7629       -----        -----       -----       -----       -----        -----        -----      
7630       -----        -----       -----       -----       -----        -----        -----      
8822       -----        -----       -----       -----       -----        -----        POK     
8822       -----        -----       -----       -----       -----        208          -----      
8822       -----        -----       -----       -----       -----        208          -----      
2904       -----        -----       -----       -----       -----        -----        -----      
2904       -----        -----       -----       -----       -----        224          -----      
2904       -----        -----       -----       -----       -----        224          -----      
7725       -----        -----       -----       -----       -----        -----        DEP     
7725       -----        -----       -----       -----       -----        -----        -----      
7725       -----        -----       -----       -----       -----        -----        -----      
7725       -----        -----       -----       -----       -----        206          -----      
5748       -----        -----       -----       -----       -----        -----        CKO     
1389       -----        -----       -----       -----       -----        -----        CKI     
5748       -----        -----       -----       -----       G19          -----        -----      
5748       -----        -----       -----       -----       H08          -----        -----      
863        -----        -----       -----       -----       -----        -----        ARR     
863        -----        -----       -----       -----       -----        -----        -----      
864        -----        -----       -----       -----       -----        -----        -----      
863        -----        -----       -----       -----       -----        -----        -----      
863        -----        -----       -----       -----       -----        -----        -----      
863        -----        -----       -----       -----       -----        -----        -----      
801        -----        -----       -----       -----       -----        -----        POK     
801        -----        -----       -----       -----       -----        115          -----      
801        -----        -----       -----       -----       -----        115          -----      
8298       -----        -----       -----       null       -----        -----        -----      
8298       -----        -----       -----       -----       -----        -----        ONR     
8126       -----        -----       -----       -----       -----        -----        -----      
8298       -----        -----       -----       -----       -----        -----        -----      
8298       -----        -----       -----       -----       -----        -----        -----      
2369       -----        -----       -----       -----       -----        -----        -----      
2369       -----        -----       -----       -----       -----        226          -----      
2369       -----        -----       -----       -----       -----        226          -----      
9728       -----        -----       -----       -----       -----        -----        DEP     
9728       -----        -----       -----       -----       -----        -----        -----      
9728       -----        -----       -----       -----       -----        -----        -----      
9728       -----        -----       -----       -----       -----        223          -----      
531        -----        -----       -----       -----       -----        -----        ARR     
531        -----        -----       -----       -----       -----        -----        -----      
7890       -----        -----       -----       null       -----        -----        -----      
7890       -----        -----       -----       -----       -----        -----        ONR     
7890       -----        -----       -----       -----       -----        -----        -----      
7825       -----        -----       -----       -----       -----        -----        -----      
7890       -----        -----       -----       -----       -----        -----        -----      
5748       -----        -----       -----       -----       -----        -----        -----      
5748       -----        -----       -----       -----       -----        214          -----      
5748       -----        -----       -----       -----       -----        214          -----      
8292       -----        -----       -----       -----       -----        -----        ARR     
8292       -----        -----       -----       -----       -----        -----        -----      
8292       -----        -----       -----       -----       -----        -----        -----      
1523       -----        -----       -----       -----       -----        -----        -----      
8292       -----        -----       -----       -----       -----        -----        -----      
8292       -----        -----       -----       -----       -----        -----        -----      
734        -----        -----       -----       -----       -----        -----        POK     
734        -----        -----       -----       -----       -----        114          -----      
734        -----        -----       -----       -----       -----        114          -----      
7959       -----        -----       -----       -----       -----        -----        DEP     
7959       -----        -----       -----       -----       -----        -----        -----      
7959       -----        -----       -----       -----       -----        -----        -----      
7959       -----        -----       -----       -----       -----        105          -----      
7629       -----        -----       -----       -----       -----        -----        ARR     
7629       -----        -----       -----       -----       -----        -----        -----      
7629       -----        -----       -----       -----       -----        -----        -----      
7630       -----        -----       -----       -----       -----        -----        -----      
7629       -----        -----       -----       -----       -----        -----        -----      
7629       -----        -----       -----       -----       -----        -----        -----      
867        -----        -----       -----       -----       -----        -----        POK     
867        -----        -----       -----       -----       -----        265          -----      
867        -----        -----       -----       -----       -----        265          -----      
152        -----        -----       -----       -----       -----        -----        -----      
749        -----        -----       -----       -----       -----        -----        -----      
801        -----        -----       -----       -----       -----        -----        -----      
1656       -----        -----       -----       -----       -----        -----        -----      
9116       -----        -----       -----       -----       -----        -----        DEP     
9116       -----        -----       -----       -----       -----        -----        -----      
749        -----        -----       -----       -----       -----        -----        -----      
750        -----        -----       -----       -----       -----        -----        -----      
9116       -----        -----       -----       -----       -----        -----        -----      
9116       -----        -----       -----       -----       -----        225          -----      
1523       -----        -----       -----       -----       -----        -----        CKI     
7939       -----        -----       -----       -----       -----        -----        CKI     
7939       -----        -----       -----       -----       -----        -----        CKO     
7939       -----        -----       -----       -----       B07          -----        -----      
7939       -----        -----       -----       -----       B07          -----        -----      
7939       -----        -----       -----       -----       G07          -----        -----      
7939       -----        -----       -----       -----       G06          -----        -----      
7939       -----        -----       -----       -----       G04          -----        -----      
3301       -----        -----       -----       -----       -----        -----        ARR     
3301       -----        -----       -----       -----       -----        -----        -----      
7939       -----        -----       -----       -----       B07          -----        -----      
7939       -----        -----       -----       -----       B07          -----        -----      
3301       -----        -----       -----       -----       -----        -----        -----      
3302       -----        -----       -----       -----       -----        -----        -----      
3301       -----        -----       -----       -----       -----        -----        -----      
3301       -----        -----       -----       -----       -----        -----        -----      
2718       -----        -----       -----       -----       -----        -----        -----      
2735       -----        -----       -----       -----       -----        263          -----      
2735       -----        -----       -----       -----       -----        -----        -----      
7939       -----        -----       -----       -----       -----        -----        CKO     
7939       -----        -----       -----       -----       G08          -----        -----      
7939       -----        -----       -----       -----       G08          -----        -----      
2369       -----        -----       -----       -----       -----        -----        POK     
2369       -----        -----       -----       -----       -----        226          -----      
2369       -----        -----       -----       -----       -----        226          -----      
863        -----        -----       -----       -----       -----        -----        -----      
8853       -----        -----       -----       -----       -----        -----        ARR     
8853       -----        -----       -----       -----       -----        -----        -----      
8853       -----        -----       -----       -----       -----        -----        -----      
8853       -----        -----       -----       -----       -----        -----        -----      
8854       -----        -----       -----       -----       -----        -----        -----      
8853       -----        -----       -----       -----       -----        -----        -----      
172        -----        -----       -----       -----       -----        -----        -----      
7875       -----        -----       -----       -----       -----        -----        DEP     
7875       -----        -----       -----       -----       -----        -----        -----      
7875       -----        -----       -----       -----       -----        -----        -----      
7875       -----        -----       -----       -----       -----        211          -----      
7939       -----        -----       -----       -----       -----        -----        -----      
7939       -----        -----       -----       -----       -----        220          -----      
7939       -----        -----       -----       -----       -----        220          -----      
6491       -----        -----       -----       null       -----        -----        -----      
6491       -----        -----       -----       -----       -----        -----        ONR     
7851       -----        -----       -----       -----       -----        -----        -----      
6491       -----        -----       -----       -----       -----        -----        -----      
6491       -----        -----       -----       -----       -----        -----        -----      
4718       -----        -----       -----       -----       -----        -----        CKO     
4718       -----        -----       -----       -----       -----        -----      
8822       -----        -----       -----       -----       -----        -----        DEP     
8822       -----        -----       -----       -----       -----        -----        -----      
8822       -----        -----       -----       -----       -----        -----        -----      
8822       -----        -----       -----       -----       -----        208          -----      
1642       -----        -----       -----       -----       -----        -----        ARR     
1642       -----        -----       -----       -----       -----        -----        -----      
840        -----        -----       -----       -----       -----        -----        -----      
1642       -----        -----       -----       -----       -----        -----        -----      
1387       -----        -----       -----       -----       -----        -----        -----      
1642       -----        -----       -----       -----       -----        -----        -----      
840        -----        -----       -----       -----       -----        103          -----      
840        -----        -----       -----       -----       -----        103          -----      
1642       -----        -----       -----       -----       -----        -----        -----      
7897       -----        -----       -----       -----       -----        -----        POK     
7897       -----        -----       -----       -----       -----        263          -----      
7897       -----        -----       -----       -----       -----        263          -----      
8989       -----        -----       -----       -----       -----        -----        POK     
8989       -----        -----       -----       -----       -----        264          -----      
8989       -----        -----       -----       -----       -----        264          -----      
2718       -----        -----       -----       -----       -----        -----        ARR     
2718       -----        -----       -----       -----       -----        -----        -----      
2718       -----        -----       -----       -----       -----        -----        -----      
2735       -----        -----       -----       -----       -----        -----        -----      
2718       -----        -----       -----       -----       -----        -----        -----      
2718       -----        -----       -----       -----       -----        -----        -----      
7577       -----        -----       -----       -----       -----        -----        -----      
7792       -----        -----       -----       -----       -----        -----        CKO     
7577       -----        -----       -----       -----       -----        222          -----      
7577       -----        -----       -----       -----       -----        222          -----      
8816       -----        -----       -----       -----       -----        -----        CKI     
8379       -----        -----       -----       -----       -----        -----        -----      
8470       -----        -----       -----       -----       -----        -----        -----      
7792       -----        -----       -----       -----       -----        -----      
8816       -----        -----       -----       -----       H07          -----        -----      
8816       -----        -----       -----       -----       G16          -----        -----      
2904       -----        -----       -----       -----       -----        -----        POK     
2904       -----        -----       -----       -----       -----        224          -----      
2904       -----        -----       -----       -----       -----        224          -----      
6752       -----        -----       -----       -----       -----        -----        POK     
6752       -----        -----       -----       -----       -----        213          -----      
6752       -----        -----       -----       -----       -----        213          -----      
2819       -----        -----       -----       -----       -----        225          -----      
2819       -----        -----       -----       -----       -----        -----        -----      
2710       -----        -----       -----       -----       -----        -----        -----      
863        -----        -----       -----       -----       -----        -----        -----      
1680       -----        -----       -----       -----       -----        -----        ARR     
1680       -----        -----       -----       -----       -----        -----        -----      
5748       -----        -----       -----       -----       -----        -----        POK     
1401       -----        -----       -----       -----       -----        -----        -----      
1680       -----        -----       -----       -----       -----        -----        -----      
5748       -----        -----       -----       -----       -----        214          -----      
5748       -----        -----       -----       -----       -----        214          -----      
1680       -----        -----       -----       -----       -----        -----        -----      
1680       -----        -----       -----       -----       -----        -----        -----      
4718       -----        -----       -----       -----       -----        -----        -----      
4718       -----        -----       -----       -----       -----        205          -----      
4718       -----        -----       -----       -----       -----        205          -----      
1136       -----        -----       -----       -----       -----        -----        ARR     
1136       -----        -----       -----       -----       -----        -----        -----      
1136       -----        -----       -----       -----       -----        -----        -----      
1136       -----        -----       -----       -----       -----        -----        -----      
1136       -----        -----       -----       -----       -----        -----        -----      
1136       -----        -----       -----       -----       -----        -----        -----      
840        -----        -----       -----       -----       -----        -----        POK     
840        -----        -----       -----       -----       -----        103          -----      
840        -----        -----       -----       -----       -----        103          -----      
1530       -----        -----       -----       -----       -----        -----        ARR     
1530       -----        -----       -----       -----       -----        -----        -----      
1673       -----        -----       -----       -----       -----        -----        -----      
1530       -----        -----       -----       -----       -----        -----        -----      
1530       -----        -----       -----       -----       -----        -----        -----      
1530       -----        -----       -----       -----       -----        -----        -----      
4548       -----        -----       -----       null       -----        -----        -----      
4548       -----        -----       -----       -----       -----        -----        ONR     
4548       -----        -----       -----       -----       -----        -----        -----      
4548       -----        -----       -----       -----       -----        -----        -----      
4548       -----        -----       -----       -----       -----        -----        -----      
7939       -----        -----       -----       -----       -----        -----        POK     
7939       -----        -----       -----       -----       -----        220          -----      
7939       -----        -----       -----       -----       -----        220          -----      
1032       -----        -----       -----       -----       -----        -----        CKI     
1319       -----        -----       -----       -----       -----        -----        CKO     
1032       -----        -----       -----       -----       B03          -----        -----      
1032       -----        -----       -----       -----       B03          -----        -----      
1319       -----        -----       -----       -----       -----        -----      
8226       -----        -----       -----       null       -----        -----        -----      
8226       -----        -----       -----       -----       -----        -----        ONR     
8226       -----        -----       -----       -----       -----        -----        -----      
8226       -----        -----       -----       -----       -----        -----        -----      
8226       -----        -----       -----       -----       -----        -----        -----      
1319       -----        -----       -----       -----       -----        -----        -----      
7792       -----        -----       -----       -----       -----        -----        -----      
7797       -----        -----       -----       null       -----        -----        -----      
7797       -----        -----       -----       -----       -----        -----        ONR     
1319       -----        -----       -----       -----       -----        118          -----      
1319       -----        -----       -----       -----       -----        118          -----      
7792       -----        -----       -----       -----       -----        209          -----      
7792       -----        -----       -----       -----       -----        209          -----      
7797       -----        -----       -----       -----       -----        -----        -----      
7798       -----        -----       -----       -----       -----        -----        -----      
7797       -----        -----       -----       -----       -----        -----        -----      
7865       -----        -----       -----       -----       -----        -----        -----      
7865       -----        -----       -----       -----       -----        261          -----      
7865       -----        -----       -----       -----       -----        261          -----      
734        -----        -----       -----       -----       -----        -----        DEP     
734        -----        -----       -----       -----       -----        -----        -----      
734        -----        -----       -----       -----       -----        -----        -----      
734        -----        -----       -----       -----       -----        114          -----      
8350       -----        -----       -----       null       -----        -----        -----      
8350       -----        -----       -----       -----       -----        -----        ONR     
8355       -----        -----       -----       -----       -----        -----        -----      
8350       -----        -----       -----       -----       -----        -----        -----      
8350       -----        -----       -----       -----       -----        -----        -----      
104        -----        -----       -----       null       -----        -----        -----      
104        -----        -----       -----       -----       -----        -----        ONR     
8361       -----        -----       -----       -----       -----        -----        -----      
104        -----        -----       -----       -----       -----        -----        -----      
104        -----        -----       -----       -----       -----        -----        -----      
172        -----        -----       -----       -----       -----        -----        -----      
5439       -----        -----       -----       null       -----        -----        -----      
5439       -----        -----       -----       -----       -----        -----        ONR     
5440       -----        -----       -----       -----       -----        -----        -----      
5439       -----        -----       -----       -----       -----        -----        -----      
5439       -----        -----       -----       -----       -----        -----        -----      
2369       -----        -----       -----       -----       -----        -----        DEP     
2369       -----        -----       -----       -----       -----        -----        -----      
2215       -----        -----       -----       -----       -----        -----        -----      
2369       -----        -----       -----       -----       -----        -----        -----      
2369       -----        -----       -----       -----       -----        226          -----      
2216       -----        -----       -----       -----       -----        -----        -----      
1634       -----        -----       -----       -----       -----        -----        ARR     
1634       -----        -----       -----       -----       -----        -----        -----      
1634       -----        -----       -----       -----       -----        -----        -----      
1634       -----        -----       -----       -----       -----        -----        -----      
1634       -----        -----       -----       -----       -----        -----        -----      
8568       -----        -----       -----       null       -----        -----        -----      
8568       -----        -----       -----       -----       -----        -----        ONR     
8568       -----        -----       -----       -----       -----        -----        -----      
8568       -----        -----       -----       -----       -----        -----        -----      
8568       -----        -----       -----       -----       -----        -----        -----      
8226       -----        -----       -----       -----       -----        -----        -----      
8226       -----        -----       -----       -----       -----        -----        -----      
7880       -----        -----       -----       -----       -----        -----        -----      
6492       -----        -----       -----       -----       -----        -----        -----      
7581       -----        -----       -----       null       -----        -----        -----      
7581       -----        -----       -----       -----       -----        -----        ONR     
8989       -----        -----       -----       -----       -----        -----        DEP     
8989       -----        -----       -----       -----       -----        -----        -----      
7581       -----        -----       -----       -----       -----        -----        -----      
7581       -----        -----       -----       -----       -----        -----        -----      
8989       -----        -----       -----       -----       -----        -----        -----      
8989       -----        -----       -----       -----       -----        264          -----      
7581       -----        -----       -----       -----       -----        -----        -----      
8854       -----        -----       -----       -----       -----        -----        CKO     
6555       -----        -----       -----       -----       -----        -----        CKO     
8854       -----        -----       -----       -----       -----        -----      
6555       -----        -----       -----       -----       -----        -----      
6555       -----        -----       -----       -----       -----        -----        -----      
7880       -----        -----       -----       -----       -----        -----        -----      
6492       -----        -----       -----       -----       -----        -----        -----      
6654       -----        -----       -----       -----       -----        -----        -----      
6654       -----        -----       -----       -----       -----        -----        -----      
6555       -----        -----       -----       -----       -----        215          -----      
6555       -----        -----       -----       -----       -----        215          -----      
749        -----        -----       -----       -----       -----        101          -----      
749        -----        -----       -----       -----       -----        -----        -----      
750        -----        -----       -----       -----       -----        -----        -----      
8361       -----        -----       -----       -----       -----        264          -----      
8361       -----        -----       -----       -----       -----        -----        -----      
104        -----        -----       -----       -----       -----        -----        -----      
8226       -----        -----       -----       -----       -----        211          -----      
8226       -----        -----       -----       -----       -----        -----        -----      
8226       -----        -----       -----       -----       -----        -----        -----      
7577       -----        -----       -----       -----       -----        -----        POK     
7577       -----        -----       -----       -----       -----        222          -----      
7577       -----        -----       -----       -----       -----        222          -----      
867        -----        -----       -----       -----       -----        -----        DEP     
867        -----        -----       -----       -----       -----        -----        -----      
867        -----        -----       -----       -----       -----        -----        -----      
867        -----        -----       -----       -----       -----        265          -----      
4718       -----        -----       -----       -----       -----        -----        POK     
4718       -----        -----       -----       -----       -----        205          -----      
4718       -----        -----       -----       -----       -----        205          -----      
8854       -----        -----       -----       -----       -----        -----        -----      
8854       -----        -----       -----       -----       -----        217          -----      
8854       -----        -----       -----       -----       -----        217          -----      
6752       -----        -----       -----       -----       -----        -----        DEP     
6752       -----        -----       -----       -----       -----        -----        -----      
6752       -----        -----       -----       -----       -----        -----        -----      
6752       -----        -----       -----       -----       -----        213          -----      
864        -----        -----       -----       -----       -----        -----        CKO     
8379       -----        -----       -----       -----       -----        -----        CKI     
2216       -----        -----       -----       -----       -----        -----        CKI     
1401       -----        -----       -----       -----       -----        -----        CKI     
1387       -----        -----       -----       -----       -----        -----        CKO     
864        -----        -----       -----       -----       B21          -----        -----      
864        -----        -----       -----       -----       B18          -----        -----      
8379       -----        -----       -----       -----       H03          -----        -----      
8379       -----        -----       -----       -----       G17          -----        -----      
2216       -----        -----       -----       -----       H07          -----        -----      
2216       -----        -----       -----       -----       G17          -----        -----      
1387       -----        -----       -----       -----       -----        -----      
7834       -----        -----       -----       null       -----        -----        -----      
7834       -----        -----       -----       -----       -----        -----        ONR     
7837       -----        -----       -----       -----       -----        -----        -----      
7834       -----        -----       -----       -----       -----        -----        -----      
7834       -----        -----       -----       -----       -----        -----        -----      
8816       -----        -----       -----       -----       -----        -----        ARR     
8816       -----        -----       -----       -----       -----        -----        -----      
8816       -----        -----       -----       -----       -----        -----        -----      
8816       -----        -----       -----       -----       -----        -----        -----      
8816       -----        -----       -----       -----       -----        -----        -----      
8816       -----        -----       -----       -----       -----        -----        -----      
840        -----        -----       -----       -----       -----        -----        DEP     
840        -----        -----       -----       -----       -----        -----        -----      
1389       -----        -----       -----       -----       -----        -----        -----      
1389       -----        -----       -----       -----       -----        263          -----      
1389       -----        -----       -----       -----       -----        263          -----      
7630       -----        -----       -----       -----       -----        -----        CKO     
7630       -----        -----       -----       -----       -----        -----      
7630       -----        -----       -----       -----       -----        -----        -----      
7630       -----        -----       -----       -----       -----        219          -----      
7630       -----        -----       -----       -----       -----        219          -----      
2843       -----        -----       -----       null       -----        -----        -----      
2843       -----        -----       -----       -----       -----        -----        ONR     
2843       -----        -----       -----       -----       -----        -----        -----      
2923       -----        -----       -----       -----       -----        -----        -----      
1428       -----        -----       -----       -----       -----        -----        ARR     
1428       -----        -----       -----       -----       -----        -----        -----      
2843       -----        -----       -----       -----       -----        -----        -----      
1428       -----        -----       -----       -----       -----        -----        -----      
1251       -----        -----       -----       -----       -----        -----        -----      
1428       -----        -----       -----       -----       -----        -----        -----      
1428       -----        -----       -----       -----       -----        -----        -----      
801        -----        -----       -----       -----       -----        -----        DEP     
801        -----        -----       -----       -----       -----        -----        -----      
801        -----        -----       -----       -----       -----        -----        -----      
801        -----        -----       -----       -----       -----        115          -----      
1135       -----        -----       -----       null       -----        -----        -----      
1135       -----        -----       -----       -----       -----        -----        ONR     
1135       -----        -----       -----       -----       -----        -----        -----      
1135       -----        -----       -----       -----       -----        -----        -----      
1135       -----        -----       -----       -----       -----        -----        -----      
7792       -----        -----       -----       -----       -----        -----        POK     
7792       -----        -----       -----       -----       -----        209          -----      
7792       -----        -----       -----       -----       -----        209          -----      
1319       -----        -----       -----       -----       -----        -----        POK     
1319       -----        -----       -----       -----       -----        118          -----      
1319       -----        -----       -----       -----       -----        118          -----      
7897       -----        -----       -----       -----       -----        -----        DEP     
7897       -----        -----       -----       -----       -----        -----        -----      
864        -----        -----       -----       -----       -----        -----        -----      
7897       -----        -----       -----       -----       -----        -----        -----      
7897       -----        -----       -----       -----       -----        263          -----      
864        -----        -----       -----       -----       -----        102          -----      
864        -----        -----       -----       -----       -----        102          -----      
7865       -----        -----       -----       -----       -----        -----        POK     
7865       -----        -----       -----       -----       -----        261          -----      
7865       -----        -----       -----       -----       -----        261          -----      
